wallet_txn_id,transaction_id,customer_id,merchant_id,wallet_provider,txn_type,amount,wallet_balance_after,timestamp,status
WLT0001632,TXN0006580,CUST00305,,Amazon Pay Balance,P2P_TRANSFER,841.77,3064.9,2025-04-24 14:59:00,Success
WLT0001633,TXN0006583,CUST01749,MER0009,Amazon Pay Balance,SPEND,537.25,207.49,2025-01-12 04:20:46,success
WLT0001634,TXN0006585,CUST00872,,Paytm Wallet,P2P_TRANSFER,2162.73,7854.24,2025-03-06 03:27:27,success
WLT0001635,TXN0006590,CUST00517,,Paytm Wallet,P2P_TRANSFER,122.27,9480.29,2025-05-26 10:41:55,SUCCESS
WLT0001636,TXN0006595,CUST01434,MER0070,PhonePe Wallet,LOAD,361.12,12039.38,2025-04-22 11:49:14,Success
WLT0001637,TXN0006600,CUST01655,MER0128,Amazon Pay Balance,LOAD,5644.29,7030.88,2025-06-27 04:54:43,success
WLT0001638,TXN0006602,CUST01309,,PhonePe Wallet,P2P_TRANSFER,1861.72,5873.28,2025-01-13 15:28:29,success
WLT0001639,TXN0006612,CUST00357,MER0112,PhonePe Wallet,LOAD,486.66,9651.06,2025-02-05 12:54:47,Success
WLT0001640,TXN0006616,CUST00914,MER0018,Mobikwik,LOAD,1239.56,275.42,2025-05-19 03:46:09,SUCCESS
WLT0001641,TXN0006620,CUST00439,MER0132,Amazon Pay Balance,LOAD,3955.29,9306.05,2025-03-31 11:12:44,SUCCESS
WLT0001642,TXN0006628,CUST01402,MER0147,PhonePe Wallet,LOAD,219.0,9215.8,2025-04-10 14:32:40,SUCCESS
WLT0001643,TXN0006629,CUST01220,MER0150,PhonePe Wallet,SPEND,1298.2,1023.71,2025-03-29 02:32:07,Pending
WLT0001644,TXN0006630,CUST01845,,PhonePe Wallet,P2P_TRANSFER,335.6,2167.93,2025-01-22 17:45:21,SUCCESS
WLT0001645,TXN0006633,CUST01282,MER0075,PhonePe Wallet,SPEND,90.64,880.64,2025-05-09 10:44:59,success
WLT0001646,TXN0006635,CUST01681,MER0140,Paytm Wallet,LOAD,189.43,1993.58,2025-03-19 11:28:56,success
WLT0001647,TXN0006638,CUST01553,,Paytm Wallet,P2P_TRANSFER,670.88,5401.85,2025-06-20 21:55:25,SUCCESS
WLT0001648,TXN0006641,CUST00902,MER0096,Mobikwik,SPEND,238.74,12531.63,2025-03-26 23:40:47,success
WLT0001649,TXN0006642,CUST01910,,PhonePe Wallet,P2P_TRANSFER,590.45,15476.82,2025-02-03 12:15:28,Success
WLT0001650,TXN0006649,CUST00175,,Amazon Pay Balance,P2P_TRANSFER,113.33,13035.26,2025-03-20 07:11:08,SUCCESS
WLT0001651,TXN0006661,CUST01190,MER0091,Paytm Wallet,SPEND,249.67,10179.37,2025-03-24 22:39:42,Success
WLT0001652,TXN0006664,CUST00999,,Amazon Pay Balance,P2P_TRANSFER,208.7,9146.86,2025-06-23 13:14:11,success
WLT0001653,TXN0006666,CUST00460,MER0097,PhonePe Wallet,SPEND,775.56,17000.18,2025-03-10 17:57:28,success
WLT0001654,TXN0006668,CUST01635,MER0102,Mobikwik,SPEND,356.81,17932.6,2025-02-05 06:54:03,pending
WLT0001655,TXN0006677,CUST00910,,Paytm Wallet,P2P_TRANSFER,1929.58,373.51,2025-04-19 21:40:18,FAILED
WLT0001656,TXN0006679,CUST00292,,Amazon Pay Balance,P2P_TRANSFER,410.11,10735.23,2025-03-11 01:04:57,success
WLT0001657,TXN0006681,CUST01291,MER0139,Amazon Pay Balance,LOAD,545.92,8278.53,2025-04-17 03:51:43,SUCCESS
WLT0001658,TXN0006685,CUST01095,MER0129,PhonePe Wallet,LOAD,322.17,19491.94,2025-02-14 06:20:00,success
WLT0001659,TXN0006691,CUST00871,,Mobikwik,P2P_TRANSFER,817.64,13962.63,2025-06-11 18:09:26,Success
WLT0001660,TXN0006693,CUST00152,,Mobikwik,P2P_TRANSFER,295.37,11164.3,2025-06-11 02:39:53,Success
WLT0001661,TXN0006695,CUST01355,MER0042,Paytm Wallet,LOAD,2677.7,3299.22,2025-06-09 08:57:54,SUCCESS
WLT0001662,TXN0006696,CUST01789,,Amazon Pay Balance,P2P_TRANSFER,426.31,19429.67,2025-03-21 02:31:33,Success
WLT0001663,TXN0006697,CUST00222,,Paytm Wallet,P2P_TRANSFER,350.94,3469.03,2025-04-03 06:10:29,SUCCESS
WLT0001664,TXN0006701,CUST00522,MER0131,Paytm Wallet,SPEND,2095.78,11599.34,2025-01-19 07:54:54,success
WLT0001665,TXN0006702,CUST00821,MER0006,Mobikwik,LOAD,674.26,1882.96,2025-06-26 16:57:10,SUCCESS
WLT0001666,TXN0006709,CUST00396,MER0071,PhonePe Wallet,SPEND,44.42,2925.62,2025-01-06 11:40:39,failed
WLT0001667,TXN0006713,CUST01867,MER0017,Mobikwik,SPEND,1213.81,4440.03,2025-05-30 23:38:39,Failed
WLT0001668,TXN0006721,CUST00557,,Paytm Wallet,P2P_TRANSFER,163.08,19051.71,2025-02-22 14:20:45,FAILED
WLT0001669,TXN0006725,CUST00808,MER0068,PhonePe Wallet,LOAD,705.59,12901.15,2025-04-17 00:08:54,Success
WLT0001670,TXN0006736,CUST01227,MER0015,Mobikwik,LOAD,904.44,13604.52,2025-06-14 01:08:22,failed
WLT0001671,TXN0006743,CUST01706,MER0143,PhonePe Wallet,LOAD,1893.56,668.57,2025-06-06 19:14:27,success
WLT0001672,TXN0006747,CUST01055,MER0084,Amazon Pay Balance,LOAD,234.44,15522.19,2025-03-14 07:27:20,SUCCESS
WLT0001673,TXN0006752,CUST01087,MER0065,PhonePe Wallet,LOAD,1103.69,11500.52,2025-02-04 17:51:46,SUCCESS
WLT0001674,TXN0006758,CUST00841,,Paytm Wallet,P2P_TRANSFER,3152.59,15618.41,2025-06-03 05:50:08,success
WLT0001675,TXN0006765,CUST00654,MER0050,Paytm Wallet,SPEND,583.28,12927.42,2025-06-01 16:55:59,FAILED
WLT0001676,TXN0006773,CUST00593,,Paytm Wallet,P2P_TRANSFER,329.01,11330.21,2025-03-18 23:46:44,SUCCESS
WLT0001677,TXN0006777,CUST01423,MER0109,PhonePe Wallet,LOAD,71.81,1016.78,2025-02-01 02:53:06,SUCCESS
WLT0001678,TXN0006785,CUST00057,,PhonePe Wallet,P2P_TRANSFER,1551.5,8991.37,2025-02-04 08:18:32,FAILED
WLT0001679,TXN0006790,CUST00796,MER0002,PhonePe Wallet,LOAD,376.75,8690.83,2025-05-28 16:09:14,SUCCESS
WLT0001680,TXN0006806,CUST01507,MER0123,Mobikwik,LOAD,514.44,15671.78,2025-03-08 10:32:09,Success
WLT0001681,TXN0006807,CUST00467,MER0099,Mobikwik,SPEND,257.79,7223.54,2025-06-18 05:42:32,Pending
WLT0001682,TXN0006811,CUST00543,MER0045,Amazon Pay Balance,SPEND,114.49,16142.54,2025-03-02 03:35:59,SUCCESS
WLT0001683,TXN0006814,CUST00665,MER0093,PhonePe Wallet,SPEND,3166.8,15071.19,2025-06-04 17:53:50,Success
WLT0001684,TXN0006820,CUST00404,MER0020,Paytm Wallet,LOAD,3222.92,2288.23,2025-01-22 15:10:43,Success
WLT0001685,TXN0006829,CUST00348,,Mobikwik,P2P_TRANSFER,4966.44,2272.15,2025-06-18 11:21:17,SUCCESS
WLT0001686,TXN0006838,CUST00674,MER0050,Mobikwik,LOAD,496.23,13391.23,2025-01-07 10:43:25,Success
WLT0001687,TXN0006849,CUST00871,MER0045,Paytm Wallet,LOAD,201.4,8813.02,2025-02-24 03:33:16,PENDING
WLT0001688,TXN0006854,CUST01679,MER0093,Paytm Wallet,SPEND,151.1,14830.56,2025-05-14 16:20:06,Success
WLT0001689,TXN0006857,CUST01443,MER0028,Paytm Wallet,LOAD,193.36,4379.52,2025-01-04 00:33:34,Success
WLT0001690,TXN0006860,CUST01100,MER0129,Amazon Pay Balance,LOAD,412.1,14545.28,2025-04-10 12:23:14,SUCCESS
WLT0001691,TXN0006869,CUST00982,,Mobikwik,P2P_TRANSFER,81.36,4216.22,2025-06-13 01:29:54,Success
WLT0001692,TXN0006873,CUST01493,MER0139,PhonePe Wallet,LOAD,520.58,3817.4,2025-05-26 04:31:47,SUCCESS
WLT0001693,TXN0006879,CUST00483,,Amazon Pay Balance,P2P_TRANSFER,390.9,16986.52,2025-06-03 20:36:46,success
WLT0001694,TXN0006881,CUST01324,MER0128,Mobikwik,SPEND,2118.67,16956.71,2025-01-06 20:11:58,Success
WLT0001695,TXN0006904,CUST01933,,PhonePe Wallet,P2P_TRANSFER,143.72,11508.88,2025-04-10 02:19:56,SUCCESS
WLT0001696,TXN0006919,CUST00041,MER0012,PhonePe Wallet,LOAD,1091.61,19753.84,2025-03-26 15:29:44,SUCCESS
WLT0001697,TXN0006924,CUST00178,MER0058,Amazon Pay Balance,LOAD,343.8,19467.98,2025-02-24 19:06:45,SUCCESS
WLT0001698,TXN0006925,CUST00004,MER0139,Mobikwik,LOAD,1038.92,14107.85,2025-03-04 21:37:40,SUCCESS
WLT0001699,TXN0006928,CUST01267,MER0134,PhonePe Wallet,LOAD,2470.84,14600.34,2025-04-30 10:55:32,Success
WLT0001700,TXN0006929,CUST00031,MER0144,Mobikwik,LOAD,555.61,14658.98,2025-05-28 14:49:47,success
WLT0001701,TXN0006930,CUST00399,MER0141,Paytm Wallet,LOAD,242.08,13490.15,2025-02-09 06:47:45,SUCCESS
WLT0001702,TXN0006938,CUST01138,MER0145,Amazon Pay Balance,LOAD,151.24,1175.31,2025-01-23 23:22:47,Failed
WLT0001703,TXN0006943,CUST01212,MER0093,PhonePe Wallet,SPEND,73.42,16960.62,2025-03-30 01:37:22,success
WLT0001704,TXN0006945,CUST00931,MER0006,Amazon Pay Balance,LOAD,608.51,14491.51,2025-05-15 14:36:31,Success
WLT0001705,TXN0006946,CUST01218,,Mobikwik,P2P_TRANSFER,248.07,5458.02,2025-01-05 07:49:05,PENDING
WLT0001706,TXN0006951,CUST00031,MER0021,Paytm Wallet,SPEND,595.62,17877.97,2025-04-18 10:32:46,PENDING
WLT0001707,TXN0006958,CUST00997,MER0024,Paytm Wallet,SPEND,161.57,13002.14,2025-05-11 06:55:11,SUCCESS
WLT0001708,TXN0006959,CUST01532,,Amazon Pay Balance,P2P_TRANSFER,2230.48,754.54,2025-02-27 15:10:41,Success
WLT0001709,TXN0006964,CUST01460,MER0036,PhonePe Wallet,SPEND,148.69,3579.51,2025-03-26 14:42:25,SUCCESS
WLT0001710,TXN0006969,CUST01498,MER0034,Paytm Wallet,LOAD,412.98,13252.14,2025-01-21 10:26:03,Success
WLT0001711,TXN0006972,CUST00996,MER0012,Mobikwik,LOAD,179.43,7238.81,2025-03-03 22:27:48,Success
WLT0001712,TXN0006977,CUST01177,,Mobikwik,P2P_TRANSFER,580.52,2868.61,2025-05-23 14:10:00,Success
WLT0001713,TXN0006979,CUST00818,,Paytm Wallet,P2P_TRANSFER,600.47,1131.43,2025-05-17 17:28:06,success
WLT0001714,TXN0006996,CUST01611,MER0144,PhonePe Wallet,LOAD,1061.27,11592.05,2025-05-05 13:30:55,success
WLT0001715,TXN0006997,CUST01430,MER0016,Amazon Pay Balance,SPEND,801.9,16529.83,2025-01-18 18:15:58,Success
WLT0001716,TXN0007000,CUST00365,MER0028,Mobikwik,LOAD,285.38,19413.76,2025-06-08 12:08:52,SUCCESS
WLT0001717,TXN0007004,CUST00743,,PhonePe Wallet,P2P_TRANSFER,2072.62,2717.93,2025-06-08 15:13:06,Success
WLT0001718,TXN0007020,CUST01960,MER0030,Paytm Wallet,SPEND,268.58,6208.94,2025-03-22 06:40:29,Success
WLT0001719,TXN0007021,CUST01713,MER0132,Mobikwik,LOAD,294.69,6519.0,2025-06-29 18:03:12,SUCCESS
WLT0001720,TXN0007024,CUST01103,,Mobikwik,P2P_TRANSFER,240.7,10972.43,2025-06-25 02:12:37,failed
WLT0001721,TXN0007025,CUST01579,MER0019,Amazon Pay Balance,LOAD,1329.23,2083.45,2025-01-07 21:32:34,success
WLT0001722,TXN0007031,CUST01989,MER0093,Paytm Wallet,SPEND,114.13,19278.94,2025-03-27 00:31:50,failed
WLT0001723,TXN0007033,CUST01805,MER0087,PhonePe Wallet,SPEND,679.63,1015.81,2025-06-19 04:49:06,Failed
WLT0001724,TXN0007034,CUST01881,,Paytm Wallet,P2P_TRANSFER,1869.76,10144.93,2025-04-13 21:41:52,success
WLT0001725,TXN0007040,CUST00614,MER0129,Paytm Wallet,LOAD,2040.6,19685.72,2025-02-07 21:50:48,Success
WLT0001726,TXN0007041,CUST01121,MER0046,PhonePe Wallet,LOAD,1708.26,12053.13,2025-03-03 17:36:43,success
WLT0001727,TXN0007043,CUST01887,MER0077,Paytm Wallet,LOAD,572.45,10327.89,2025-03-20 19:35:40,success
WLT0001728,TXN0007047,CUST00910,MER0013,Mobikwik,LOAD,1146.81,9228.22,2025-03-18 09:43:10,Success
WLT0001729,TXN0007063,CUST01931,MER0100,Paytm Wallet,LOAD,160.95,14315.22,2025-01-11 11:34:51,Failed
WLT0001730,TXN0007064,CUST01407,MER0044,Paytm Wallet,SPEND,500.96,12016.26,2025-05-04 01:56:09,SUCCESS
WLT0001731,TXN0007066,CUST01272,MER0060,Paytm Wallet,LOAD,133.56,15288.06,2025-03-03 04:35:54,Success
WLT0001732,TXN0007073,CUST01786,MER0003,Mobikwik,SPEND,335.26,14550.39,2025-01-31 15:54:27,Success
WLT0001733,TXN0007077,CUST00440,MER0047,Mobikwik,LOAD,1169.72,14684.68,2025-06-26 00:37:20,FAILED
WLT0001734,TXN0007078,CUST01800,MER0067,Paytm Wallet,SPEND,734.31,11658.88,2025-03-27 11:16:07,success
WLT0001735,TXN0007079,CUST01298,MER0087,Mobikwik,LOAD,215.28,19336.18,2025-01-07 05:05:13,SUCCESS
WLT0001736,TXN0007080,CUST00898,,Paytm Wallet,P2P_TRANSFER,685.9,4751.89,2025-06-12 02:14:00,success
WLT0001737,TXN0007082,CUST00908,MER0034,Amazon Pay Balance,LOAD,1850.13,9622.93,2025-04-01 00:58:41,SUCCESS
WLT0001738,TXN0007085,CUST01522,MER0094,Paytm Wallet,SPEND,552.96,3486.52,2025-05-06 00:51:12,Failed
WLT0001739,TXN0007087,CUST01539,MER0013,Amazon Pay Balance,LOAD,458.18,13868.06,2025-01-02 21:18:40,success
WLT0001740,TXN0007088,CUST00805,,Paytm Wallet,P2P_TRANSFER,162.37,19990.59,2025-05-12 13:33:28,FAILED
WLT0001741,TXN0007093,CUST00259,MER0055,Amazon Pay Balance,LOAD,139.18,14780.0,2025-03-25 04:31:37,success
WLT0001742,TXN0007096,CUST00148,MER0025,Mobikwik,SPEND,2337.94,5237.16,2025-02-12 23:42:43,success
WLT0001743,TXN0007104,CUST00122,MER0125,PhonePe Wallet,SPEND,242.45,18068.3,2025-04-21 13:34:14,SUCCESS
WLT0001744,TXN0007111,CUST00539,,PhonePe Wallet,P2P_TRANSFER,99.19,844.8,2025-05-16 01:02:25,SUCCESS
WLT0001745,TXN0007119,CUST00461,,Mobikwik,P2P_TRANSFER,204.19,15032.7,2025-03-18 05:47:26,success
WLT0001746,TXN0007120,CUST01006,MER0041,Mobikwik,LOAD,3685.02,10870.07,2025-03-06 21:21:54,Success
WLT0001747,TXN0007133,CUST00678,MER0018,Paytm Wallet,SPEND,988.36,1528.36,2025-01-03 22:59:33,Success
WLT0001748,TXN0007136,CUST01387,,Mobikwik,P2P_TRANSFER,388.94,1484.22,2025-02-17 10:27:07,SUCCESS
WLT0001749,TXN0007138,CUST01871,MER0065,Amazon Pay Balance,SPEND,694.36,3212.13,2025-02-17 04:20:56,SUCCESS
WLT0001750,TXN0007139,CUST00029,,Mobikwik,P2P_TRANSFER,944.76,17143.88,2025-06-25 07:35:58,Failed
WLT0001751,TXN0007143,CUST01900,,Paytm Wallet,P2P_TRANSFER,333.81,1487.13,2025-06-24 01:27:19,success
WLT0001752,TXN0007146,CUST01545,MER0145,Amazon Pay Balance,SPEND,558.95,8223.09,2025-04-19 01:24:04,Success
WLT0001753,TXN0007147,CUST01618,MER0116,Paytm Wallet,SPEND,1481.89,9998.4,2025-03-04 18:34:58,success
WLT0001754,TXN0007150,CUST01216,MER0109,Amazon Pay Balance,SPEND,220.58,6298.36,2025-03-02 12:33:24,FAILED
WLT0001755,TXN0007151,CUST00344,MER0060,Amazon Pay Balance,SPEND,7225.02,253.24,2025-06-13 17:25:48,SUCCESS
WLT0001756,TXN0007160,CUST00187,MER0042,PhonePe Wallet,LOAD,1025.43,1488.23,2025-02-13 19:36:14,Success
WLT0001757,TXN0007161,CUST01462,MER0002,Paytm Wallet,LOAD,1673.03,15362.62,2025-02-05 03:12:24,SUCCESS
WLT0001758,TXN0007163,CUST01961,,Amazon Pay Balance,P2P_TRANSFER,1060.74,539.98,2025-05-06 15:24:04,Success
WLT0001759,TXN0007164,CUST01629,MER0044,Mobikwik,LOAD,6120.09,18815.19,2025-01-14 02:41:24,Success
WLT0001760,TXN0007165,CUST00723,MER0135,Paytm Wallet,SPEND,277.34,16016.96,2025-06-02 13:31:01,success
WLT0001761,TXN0007174,CUST01206,MER0146,Paytm Wallet,SPEND,400.36,3443.5,2025-05-26 13:30:14,success
WLT0001762,TXN0007178,CUST01452,,Amazon Pay Balance,P2P_TRANSFER,539.38,3666.18,2025-05-31 03:01:52,success
WLT0001763,TXN0007183,CUST01861,MER0045,PhonePe Wallet,LOAD,244.43,10745.2,2025-06-06 01:32:26,FAILED
WLT0001764,TXN0007184,CUST01043,,Amazon Pay Balance,P2P_TRANSFER,354.24,2750.12,2025-06-21 06:44:03,PENDING
WLT0001765,TXN0007187,CUST00345,MER0123,PhonePe Wallet,LOAD,4202.21,12057.23,2025-02-01 13:22:05,success
WLT0001766,TXN0007190,CUST00604,MER0059,Amazon Pay Balance,LOAD,2948.61,2725.61,2025-01-27 06:24:18,Success
WLT0001767,TXN0007191,CUST01357,MER0016,Amazon Pay Balance,SPEND,117.82,19342.86,2025-02-18 22:13:41,success
WLT0001768,TXN0007198,CUST01234,MER0003,Mobikwik,SPEND,876.64,16032.18,2025-05-11 16:59:44,SUCCESS
WLT0001769,TXN0007210,CUST00520,MER0001,Mobikwik,LOAD,620.61,2210.92,2025-05-13 11:11:53,failed
WLT0001770,TXN0007216,CUST01101,,PhonePe Wallet,P2P_TRANSFER,1239.46,4390.78,2025-05-30 02:41:50,Success
WLT0001771,TXN0007217,CUST00146,MER0042,Amazon Pay Balance,SPEND,592.79,11170.45,2025-04-27 03:53:01,SUCCESS
WLT0001772,TXN0007218,CUST00184,MER0019,Paytm Wallet,SPEND,1620.58,4814.75,2025-04-02 04:51:03,Success
WLT0001773,TXN0007237,CUST01647,MER0093,PhonePe Wallet,LOAD,257.16,8917.41,2025-01-12 17:41:31,Success
WLT0001774,TXN0007239,CUST01595,MER0066,Mobikwik,SPEND,166.19,18183.82,2025-02-28 08:26:45,failed
WLT0001775,TXN0007247,CUST00930,,Amazon Pay Balance,P2P_TRANSFER,703.65,16211.66,2025-06-14 09:01:10,Success
WLT0001776,TXN0007256,CUST01052,MER0011,Paytm Wallet,SPEND,1347.13,4378.73,2025-04-14 15:41:33,success
WLT0001777,TXN0007259,CUST01276,MER0038,Mobikwik,SPEND,804.85,6189.32,2025-05-05 04:08:46,success
WLT0001778,TXN0007263,CUST00779,,Paytm Wallet,P2P_TRANSFER,312.76,17264.59,2025-02-09 00:47:21,SUCCESS
WLT0001779,TXN0007273,CUST00162,MER0094,PhonePe Wallet,SPEND,166.53,10479.17,2025-06-14 17:32:54,Success
WLT0001780,TXN0007279,CUST01413,MER0069,Paytm Wallet,SPEND,567.74,11022.84,2025-04-07 23:16:37,SUCCESS
WLT0001781,TXN0007280,CUST00678,MER0103,Paytm Wallet,LOAD,189.94,11519.19,2025-04-24 22:48:35,SUCCESS
WLT0001782,TXN0007281,CUST01459,MER0069,Paytm Wallet,SPEND,576.78,15276.61,2025-05-21 03:34:43,SUCCESS
WLT0001783,TXN0007284,CUST00760,MER0070,Amazon Pay Balance,SPEND,1880.69,1019.34,2025-03-18 07:38:26,success
WLT0001784,TXN0007291,CUST00681,MER0079,Amazon Pay Balance,SPEND,1187.57,4621.77,2025-04-09 15:39:50,SUCCESS
WLT0001785,TXN0007300,CUST00491,MER0031,Mobikwik,LOAD,86.2,3026.93,2025-02-21 14:13:43,Success
WLT0001786,TXN0007309,CUST01659,,Mobikwik,P2P_TRANSFER,998.65,13008.05,2025-04-21 00:24:48,FAILED
WLT0001787,TXN0007318,CUST00190,MER0143,Paytm Wallet,SPEND,1673.29,12659.41,2025-02-24 12:51:43,Pending
WLT0001788,TXN0007324,CUST01729,MER0128,Paytm Wallet,LOAD,201.75,565.32,2025-01-10 10:32:10,Success
WLT0001789,TXN0007328,CUST01084,MER0088,Paytm Wallet,LOAD,3385.53,4049.74,2025-06-19 23:14:59,success
WLT0001790,TXN0007330,CUST01854,MER0116,Mobikwik,SPEND,123.15,1574.26,2025-01-26 15:25:46,success
WLT0001791,TXN0007339,CUST00129,,Paytm Wallet,P2P_TRANSFER,1186.23,19461.22,2025-03-13 08:36:59,SUCCESS
WLT0001792,TXN0007343,CUST01754,MER0033,Mobikwik,LOAD,1547.2,2572.79,2025-01-13 18:14:34,SUCCESS
WLT0001793,TXN0007349,CUST01882,,Amazon Pay Balance,P2P_TRANSFER,901.71,5280.74,2025-03-19 06:47:45,SUCCESS
WLT0001794,TXN0007356,CUST01857,MER0048,Paytm Wallet,SPEND,389.84,16867.67,2025-04-22 18:33:11,success
WLT0001795,TXN0007361,CUST00481,,Paytm Wallet,P2P_TRANSFER,61.47,19141.22,2025-01-30 06:40:06,success
WLT0001796,TXN0007368,CUST00465,MER0023,Amazon Pay Balance,LOAD,878.12,4272.53,2025-04-09 12:04:37,SUCCESS
WLT0001797,TXN0007371,CUST00101,MER0118,Amazon Pay Balance,SPEND,268.87,14926.6,2025-01-09 20:19:58,Success
WLT0001798,TXN0007372,CUST01048,,PhonePe Wallet,P2P_TRANSFER,87.85,6568.13,2025-04-28 21:27:03,SUCCESS
WLT0001799,TXN0007374,CUST01036,MER0052,Mobikwik,SPEND,657.32,1812.02,2025-03-16 00:12:30,success
WLT0001800,TXN0007379,CUST01829,MER0144,Paytm Wallet,SPEND,834.22,2872.98,2025-05-03 17:53:33,Success
WLT0001801,TXN0007384,CUST01761,,PhonePe Wallet,P2P_TRANSFER,1786.71,6855.81,2025-03-20 03:57:33,success
WLT0001802,TXN0007385,CUST00980,,Mobikwik,P2P_TRANSFER,934.63,531.55,2025-03-27 22:44:27,SUCCESS
WLT0001803,TXN0007391,CUST01300,,Paytm Wallet,P2P_TRANSFER,270.64,17775.28,2025-04-28 22:49:14,failed
WLT0001804,TXN0007399,CUST00762,MER0100,Paytm Wallet,LOAD,614.63,16692.93,2025-02-17 00:56:05,Success
WLT0001805,TXN0007402,CUST01752,MER0137,Mobikwik,LOAD,707.18,16372.75,2025-01-11 18:17:04,success
WLT0001806,TXN0007403,CUST00557,MER0126,Mobikwik,SPEND,204.24,2273.25,2025-02-23 13:13:35,success
WLT0001807,TXN0007407,CUST01582,,Amazon Pay Balance,P2P_TRANSFER,443.99,17906.9,2025-04-20 01:38:24,success
WLT0001808,TXN0007410,CUST01587,MER0103,Mobikwik,SPEND,1016.26,11025.62,2025-05-09 08:56:31,Success
WLT0001809,TXN0007420,CUST00178,MER0069,Amazon Pay Balance,SPEND,1240.18,1092.45,2025-01-14 23:38:29,SUCCESS
WLT0001810,TXN0007422,CUST01881,MER0085,PhonePe Wallet,LOAD,1725.95,11824.92,2025-03-25 03:51:37,SUCCESS
WLT0001811,TXN0007429,CUST00978,MER0036,Mobikwik,LOAD,695.52,7690.37,2025-01-04 12:37:56,success
WLT0001812,TXN0007430,CUST00520,,Mobikwik,P2P_TRANSFER,497.4,10018.6,2025-01-31 17:42:41,Success
WLT0001813,TXN0007441,CUST00442,,Mobikwik,P2P_TRANSFER,751.7,1150.24,2025-03-24 18:59:34,Success
WLT0001814,TXN0007444,CUST00897,MER0008,PhonePe Wallet,LOAD,215.74,16863.29,2025-03-31 09:32:12,Success
WLT0001815,TXN0007446,CUST01182,MER0137,PhonePe Wallet,SPEND,284.37,17922.05,2025-05-01 17:02:25,Success
WLT0001816,TXN0007447,CUST00974,MER0108,Amazon Pay Balance,LOAD,684.18,16326.7,2025-03-10 10:22:54,Failed
WLT0001817,TXN0007449,CUST01403,MER0080,Paytm Wallet,SPEND,2434.99,2815.34,2025-02-09 10:07:11,SUCCESS
WLT0001818,TXN0007454,CUST01485,MER0086,Paytm Wallet,SPEND,605.58,1356.79,2025-02-05 06:43:55,Success
WLT0001819,TXN0007457,CUST01201,,Paytm Wallet,P2P_TRANSFER,573.49,13644.44,2025-06-13 12:46:22,SUCCESS
WLT0001820,TXN0007468,CUST00918,MER0080,PhonePe Wallet,LOAD,574.8,16316.94,2025-06-21 19:31:47,Success
WLT0001821,TXN0007469,CUST01928,,Paytm Wallet,P2P_TRANSFER,1648.21,8810.86,2025-06-08 11:50:27,SUCCESS
WLT0001822,TXN0007477,CUST01514,MER0070,Amazon Pay Balance,SPEND,293.39,16935.87,2025-04-20 17:18:23,Success
WLT0001823,TXN0007486,CUST00754,MER0042,Amazon Pay Balance,LOAD,1329.79,11409.82,2025-04-13 17:23:39,Success
WLT0001824,TXN0007489,CUST00614,,PhonePe Wallet,P2P_TRANSFER,1182.03,12252.26,2025-01-16 05:11:55,success
WLT0001825,TXN0007494,CUST00806,MER0073,Paytm Wallet,SPEND,165.92,8443.87,2025-03-22 09:08:06,success
WLT0001826,TXN0007500,CUST01837,MER0032,Amazon Pay Balance,LOAD,1109.52,8459.73,2025-03-18 19:15:56,Success
WLT0001827,TXN0007505,CUST00464,MER0070,Amazon Pay Balance,LOAD,1344.13,19423.87,2025-06-20 07:27:30,Success
WLT0001828,TXN0007509,CUST01216,MER0108,PhonePe Wallet,LOAD,518.24,1387.66,2025-01-25 21:56:18,failed
WLT0001829,TXN0007515,CUST00511,,Mobikwik,P2P_TRANSFER,2286.89,3963.4,2025-01-02 13:10:16,success
WLT0001830,TXN0007519,CUST00981,MER0123,PhonePe Wallet,LOAD,1126.46,11202.49,2025-03-05 11:06:28,Success
WLT0001831,TXN0007523,CUST00690,MER0150,PhonePe Wallet,SPEND,630.31,2447.09,2025-01-26 14:45:10,SUCCESS
WLT0001832,TXN0007524,CUST01760,MER0010,PhonePe Wallet,LOAD,3692.02,3717.03,2025-02-17 11:08:39,success
WLT0001833,TXN0007526,CUST00570,MER0078,Mobikwik,SPEND,385.43,15504.48,2025-03-16 01:55:32,SUCCESS
WLT0001834,TXN0007527,CUST01903,,Paytm Wallet,P2P_TRANSFER,1966.75,8920.68,2025-05-21 11:54:54,success
WLT0001835,TXN0007529,CUST00112,MER0037,Amazon Pay Balance,LOAD,563.08,16218.43,2025-06-24 05:26:10,Failed
WLT0001836,TXN0007536,CUST00678,MER0121,Mobikwik,LOAD,106.13,15544.91,2025-01-01 10:47:49,Success
WLT0001837,TXN0007537,CUST01138,MER0021,Amazon Pay Balance,SPEND,399.08,11138.92,2025-06-29 04:05:01,SUCCESS
WLT0001838,TXN0007543,CUST00149,,PhonePe Wallet,P2P_TRANSFER,2578.99,10115.76,2025-04-16 06:05:18,SUCCESS
WLT0001839,TXN0007547,CUST01698,MER0035,PhonePe Wallet,SPEND,290.71,7398.2,2025-01-07 12:03:12,Success
WLT0001840,TXN0007550,CUST00376,,Mobikwik,P2P_TRANSFER,406.91,15157.16,2025-02-10 08:56:29,Success
WLT0001841,TXN0007553,CUST00924,MER0107,Paytm Wallet,SPEND,415.6,3642.09,2025-04-08 22:50:09,success
