settlement_id,merchant_id,batch_date,total_transactions,total_amount,settled_amount,settlement_status
SET001949,MER0076,2025-05-11,5,1948.01,1931.54,VARIANCE
SET001950,MER0076,2025-05-18,2,4200.34,4187.9,VARIANCE
SET001951,MER0076,2025-05-25,3,1454.63,1427.15,VARIANCE
SET001952,MER0076,2025-06-01,0,0.0,0.0,MATCHED
SET001953,MER0076,2025-06-08,1,141.26,138.43,VARIANCE
SET001954,MER0076,2025-06-15,5,3722.44,3721.78,MATCHED
SET001955,MER0076,2025-06-22,0,0.0,0.0,MATCHED
SET001956,MER0076,2025-06-29,1,439.73,427.02,VARIANCE
SET001957,MER0077,2025-01-05,3,1816.43,1762.15,VARIANCE
SET001958,MER0077,2025-01-12,2,1364.96,1346.23,VARIANCE
SET001959,MER0077,2025-01-19,1,563.25,556.91,VARIANCE
SET001960,MER0077,2025-01-26,2,539.02,527.48,VARIANCE
SET001961,MER0077,2025-02-02,2,912.18,896.15,VARIANCE
SET001962,MER0077,2025-02-09,2,753.68,740.31,VARIANCE
SET001963,MER0077,2025-02-16,1,210.18,206.17,VARIANCE
SET001964,MER0077,2025-02-23,2,3410.34,3327.41,VARIANCE
SET001965,MER0077,2025-03-02,2,902.23,889.9,VARIANCE
SET001966,MER0077,2025-03-09,5,4017.44,3977.23,VARIANCE
SET001967,MER0077,2025-03-16,7,3478.48,3376.95,VARIANCE
SET001968,MER0077,2025-03-23,4,2028.75,2021.52,VARIANCE
SET001969,MER0077,2025-03-30,2,795.04,777.38,VARIANCE
SET001970,MER0077,2025-04-06,1,185.23,182.31,VARIANCE
SET001971,MER0077,2025-04-13,1,457.98,447.23,VARIANCE
SET001972,MER0077,2025-04-20,1,203.85,201.85,VARIANCE
SET001973,MER0077,2025-04-27,4,5457.97,5360.71,VARIANCE
SET001974,MER0077,2025-05-04,6,6102.81,6026.15,VARIANCE
SET001975,MER0077,2025-05-11,3,4731.51,4647.46,VARIANCE
SET001976,MER0077,2025-05-18,3,4341.7,4277.63,VARIANCE
SET001977,MER0077,2025-05-25,3,4075.72,3964.03,VARIANCE
SET001978,MER0077,2025-06-01,1,287.77,287.61,MATCHED
SET001979,MER0077,2025-06-08,3,4262.71,4189.26,VARIANCE
SET001980,MER0077,2025-06-15,5,11315.24,11088.15,VARIANCE
SET001981,MER0077,2025-06-22,5,4367.27,4347.19,VARIANCE
SET001982,MER0077,2025-06-29,3,3055.88,2991.19,VARIANCE
SET001983,MER0078,2025-01-05,1,4506.51,4478.27,VARIANCE
SET001984,MER0078,2025-01-12,2,1238.04,1216.65,VARIANCE
SET001985,MER0078,2025-01-19,3,1470.96,1431.98,VARIANCE
SET001986,MER0078,2025-01-26,2,337.86,333.55,VARIANCE
SET001987,MER0078,2025-02-02,3,2849.13,2787.61,VARIANCE
SET001988,MER0078,2025-02-09,3,2360.31,2303.76,VARIANCE
SET001989,MER0078,2025-02-16,3,1323.39,1322.99,MATCHED
SET001990,MER0078,2025-02-23,4,6212.99,6201.25,VARIANCE
SET001991,MER0078,2025-03-02,3,761.1,749.03,VARIANCE
SET001992,MER0078,2025-03-09,4,1522.68,1513.89,VARIANCE
SET001993,MER0078,2025-03-16,5,2558.63,2533.29,VARIANCE
SET001994,MER0078,2025-03-23,3,3480.65,3407.84,VARIANCE
SET001995,MER0078,2025-03-30,2,534.09,520.14,VARIANCE
SET001996,MER0078,2025-04-06,5,1947.01,1922.55,VARIANCE
SET001997,MER0078,2025-04-13,2,2138.51,2086.6,VARIANCE
SET001998,MER0078,2025-04-20,0,0.0,0.0,MATCHED
SET001999,MER0078,2025-04-27,2,923.27,912.05,VARIANCE
SET002000,MER0078,2025-05-04,2,1114.14,1088.07,VARIANCE
SET002001,MER0078,2025-05-11,2,1716.21,1704.72,VARIANCE
SET002002,MER0078,2025-05-18,4,2365.63,2363.34,VARIANCE
SET002003,MER0078,2025-05-25,1,254.01,250.05,VARIANCE
SET002004,MER0078,2025-06-01,1,155.3,155.16,MATCHED
SET002005,MER0078,2025-06-08,2,1104.39,1086.16,VARIANCE
SET002006,MER0078,2025-06-15,4,4217.12,4092.82,VARIANCE
SET002007,MER0078,2025-06-22,3,1480.46,1456.58,VARIANCE
SET002008,MER0078,2025-06-29,3,1077.67,1056.74,VARIANCE
SET002009,MER0079,2025-01-05,2,4894.86,4882.75,VARIANCE
SET002010,MER0079,2025-01-12,2,1036.47,1021.62,VARIANCE
SET002011,MER0079,2025-01-19,1,535.51,534.88,MATCHED
SET002012,MER0079,2025-01-26,4,2240.97,2184.67,VARIANCE
SET002013,MER0079,2025-02-02,3,646.96,634.99,VARIANCE
SET002014,MER0079,2025-02-09,4,3972.7,3855.22,VARIANCE
SET002015,MER0079,2025-02-16,3,1519.55,1476.31,VARIANCE
SET002016,MER0079,2025-02-23,1,145.48,144.22,VARIANCE
SET002017,MER0079,2025-03-02,0,0.0,0.0,MATCHED
SET002018,MER0079,2025-03-09,4,1948.31,1902.85,VARIANCE
SET002019,MER0079,2025-03-16,4,1869.82,1838.09,VARIANCE
SET002020,MER0079,2025-03-23,5,8447.29,8427.23,VARIANCE
SET002021,MER0079,2025-03-30,4,1490.54,1456.38,VARIANCE
SET002022,MER0079,2025-04-06,2,966.89,938.01,VARIANCE
SET002023,MER0079,2025-04-13,4,3165.51,3137.14,VARIANCE
SET002024,MER0079,2025-04-20,0,0.0,0.0,MATCHED
SET002025,MER0079,2025-04-27,1,827.85,806.46,VARIANCE
SET002026,MER0079,2025-05-04,2,1525.82,1522.52,VARIANCE
SET002027,MER0079,2025-05-11,1,165.22,164.55,MATCHED
SET002028,MER0079,2025-05-18,3,1105.45,1103.34,VARIANCE
SET002029,MER0079,2025-05-25,3,1176.9,1170.68,VARIANCE
SET002030,MER0079,2025-06-01,2,1223.92,1207.27,VARIANCE
SET002031,MER0079,2025-06-08,0,0.0,0.0,MATCHED
SET002032,MER0079,2025-06-15,0,0.0,0.0,MATCHED
SET002033,MER0079,2025-06-22,2,1273.21,1259.6,VARIANCE
SET002034,MER0080,2025-01-05,3,6855.29,6722.54,VARIANCE
SET002035,MER0080,2025-01-12,1,186.85,183.13,VARIANCE
SET002036,MER0080,2025-01-19,1,43.63,42.73,MATCHED
SET002037,MER0080,2025-01-26,1,369.7,359.51,VARIANCE
SET002038,MER0080,2025-02-02,4,1807.85,1797.58,VARIANCE
SET002039,MER0080,2025-02-09,3,3252.38,3229.39,VARIANCE
SET002040,MER0080,2025-02-16,2,900.86,874.09,VARIANCE
SET002041,MER0080,2025-02-23,1,963.63,949.55,VARIANCE
SET002042,MER0080,2025-03-02,1,91.13,88.46,VARIANCE
SET002043,MER0080,2025-03-09,3,12573.47,12401.88,VARIANCE
SET002044,MER0080,2025-03-16,0,0.0,0.0,MATCHED
SET002045,MER0080,2025-03-23,1,494.14,493.56,MATCHED
SET002046,MER0080,2025-03-30,0,0.0,0.0,MATCHED
SET002047,MER0080,2025-04-06,0,0.0,0.0,MATCHED
SET002048,MER0080,2025-04-13,2,526.04,514.4,VARIANCE
SET002049,MER0080,2025-04-20,2,551.96,550.37,VARIANCE
SET002050,MER0080,2025-04-27,3,1025.88,995.36,VARIANCE
SET002051,MER0080,2025-05-04,4,3554.35,3480.01,VARIANCE
SET002052,MER0080,2025-05-11,2,3707.35,3621.24,VARIANCE
SET002053,MER0080,2025-05-18,3,2961.36,2938.83,VARIANCE
SET002054,MER0080,2025-05-25,3,1058.38,1038.43,VARIANCE
SET002055,MER0080,2025-06-01,1,583.71,581.29,VARIANCE
SET002056,MER0080,2025-06-08,3,1724.81,1690.02,VARIANCE
SET002057,MER0080,2025-06-15,2,895.63,872.14,VARIANCE
SET002058,MER0080,2025-06-22,1,574.8,565.4,VARIANCE
SET002059,MER0080,2025-06-29,4,2177.46,2117.77,VARIANCE
SET002060,MER0081,2025-01-05,3,2550.23,2485.38,VARIANCE
SET002061,MER0081,2025-01-12,0,0.0,0.0,MATCHED
SET002062,MER0081,2025-01-19,0,0.0,0.0,MATCHED
SET002063,MER0081,2025-01-26,6,3159.11,3084.58,VARIANCE
SET002064,MER0081,2025-02-02,2,1974.54,1925.95,VARIANCE
SET002065,MER0081,2025-02-09,2,2015.54,1986.61,VARIANCE
SET002066,MER0081,2025-02-16,1,630.96,620.46,VARIANCE
SET002067,MER0081,2025-02-23,2,753.64,741.92,VARIANCE
SET002068,MER0081,2025-03-02,1,511.72,506.67,VARIANCE
SET002069,MER0081,2025-03-09,3,2210.02,2153.06,VARIANCE
SET002070,MER0081,2025-03-16,6,4819.73,4676.84,VARIANCE
SET002071,MER0081,2025-03-23,1,1230.64,1196.11,VARIANCE
SET002072,MER0081,2025-03-30,2,1496.77,1487.56,VARIANCE
SET002073,MER0081,2025-04-06,2,2770.78,2746.06,VARIANCE
SET002074,MER0081,2025-04-13,5,3778.22,3682.26,VARIANCE
SET002075,MER0081,2025-04-20,3,1064.91,1043.52,VARIANCE
SET002076,MER0081,2025-04-27,5,5640.98,5523.86,VARIANCE
SET002077,MER0081,2025-05-04,5,2957.47,2950.63,VARIANCE
SET002078,MER0081,2025-05-11,1,977.14,959.91,VARIANCE
SET002079,MER0081,2025-05-18,3,1343.17,1331.66,VARIANCE
SET002080,MER0081,2025-05-25,4,2262.8,2200.75,VARIANCE
SET002081,MER0081,2025-06-01,3,2285.17,2219.45,VARIANCE
SET002082,MER0081,2025-06-08,3,2047.93,2000.32,VARIANCE
SET002083,MER0081,2025-06-15,7,8876.52,8781.08,VARIANCE
SET002084,MER0081,2025-06-22,5,2397.42,2357.64,VARIANCE
SET002085,MER0081,2025-06-29,3,2488.23,2478.69,VARIANCE
SET002086,MER0082,2025-01-12,3,1115.88,1109.93,VARIANCE
SET002087,MER0082,2025-01-19,3,4411.44,4367.03,VARIANCE
SET002088,MER0082,2025-01-26,3,1850.18,1850.02,MATCHED
SET002089,MER0082,2025-02-02,1,215.06,214.8,MATCHED
SET002090,MER0082,2025-02-09,2,871.85,868.79,VARIANCE
SET002091,MER0082,2025-02-16,2,1341.02,1304.38,VARIANCE
SET002092,MER0082,2025-02-23,3,4748.36,4662.84,VARIANCE
SET002093,MER0082,2025-03-02,4,1514.26,1475.44,VARIANCE
SET002094,MER0082,2025-03-09,1,705.93,697.71,VARIANCE
SET002095,MER0082,2025-03-16,2,2097.57,2066.43,VARIANCE
SET002096,MER0082,2025-03-23,0,0.0,0.0,MATCHED
SET002097,MER0082,2025-03-30,2,403.43,392.29,VARIANCE
SET002098,MER0082,2025-04-06,4,2421.01,2382.15,VARIANCE
SET002099,MER0082,2025-04-13,3,1528.75,1511.54,VARIANCE
SET002100,MER0082,2025-04-20,2,765.01,751.38,VARIANCE
SET002101,MER0082,2025-04-27,4,2981.25,2934.01,VARIANCE
SET002102,MER0082,2025-05-04,0,0.0,0.0,MATCHED
SET002103,MER0082,2025-05-11,2,815.61,808.22,VARIANCE
SET002104,MER0082,2025-05-18,1,1298.06,1286.68,VARIANCE
SET002105,MER0082,2025-05-25,1,810.24,796.02,VARIANCE
SET002106,MER0082,2025-06-01,1,630.64,614.97,VARIANCE
SET002107,MER0082,2025-06-08,4,4176.85,4160.55,VARIANCE
SET002108,MER0082,2025-06-15,2,1362.09,1322.89,VARIANCE
SET002109,MER0082,2025-06-22,5,2545.2,2484.55,VARIANCE
SET002110,MER0082,2025-06-29,3,8786.71,8573.34,VARIANCE
SET002111,MER0083,2025-01-05,2,556.88,550.1,VARIANCE
SET002112,MER0083,2025-01-12,1,719.8,711.63,VARIANCE
SET002113,MER0083,2025-01-19,1,267.59,260.36,VARIANCE
SET002114,MER0083,2025-01-26,2,1691.14,1666.5,VARIANCE
SET002115,MER0083,2025-02-02,1,3291.79,3249.8,VARIANCE
SET002116,MER0083,2025-02-09,2,1636.18,1620.8,VARIANCE
SET002117,MER0083,2025-02-16,1,841.88,818.49,VARIANCE
SET002118,MER0083,2025-02-23,5,2220.1,2201.92,VARIANCE
SET002119,MER0083,2025-03-02,0,0.0,0.0,MATCHED
SET002120,MER0083,2025-03-09,1,158.38,155.46,VARIANCE
SET002121,MER0083,2025-03-16,2,437.09,425.61,VARIANCE
SET002122,MER0083,2025-03-23,2,479.64,477.37,VARIANCE
SET002123,MER0083,2025-03-30,6,8742.33,8642.16,VARIANCE
SET002124,MER0083,2025-04-06,2,351.16,349.19,VARIANCE
SET002125,MER0083,2025-04-13,2,919.67,906.28,VARIANCE
SET002126,MER0083,2025-04-20,3,2440.09,2374.96,VARIANCE
SET002127,MER0083,2025-04-27,2,4725.25,4640.37,VARIANCE
SET002128,MER0083,2025-05-04,3,1088.66,1058.57,VARIANCE
SET002129,MER0083,2025-05-11,3,2587.62,2517.66,VARIANCE
SET002130,MER0083,2025-05-18,4,2680.92,2665.34,VARIANCE
SET002131,MER0083,2025-05-25,5,1736.29,1684.2,VARIANCE
SET002132,MER0083,2025-06-01,8,7861.83,7717.76,VARIANCE
SET002133,MER0083,2025-06-08,2,672.14,652.82,VARIANCE
SET002134,MER0083,2025-06-15,4,1276.85,1267.82,VARIANCE
SET002135,MER0083,2025-06-22,2,1861.81,1861.29,MATCHED
SET002136,MER0083,2025-06-29,1,2873.12,2789.75,VARIANCE
SET002137,MER0084,2025-01-05,2,991.78,972.85,VARIANCE
SET002138,MER0084,2025-01-12,2,592.19,591.76,MATCHED
SET002139,MER0084,2025-01-19,1,844.27,825.3,VARIANCE
SET002140,MER0084,2025-01-26,0,0.0,0.0,MATCHED
SET002141,MER0084,2025-02-02,3,8804.88,8801.51,VARIANCE
SET002142,MER0084,2025-02-09,6,3140.49,3133.08,VARIANCE
SET002143,MER0084,2025-02-16,3,762.5,748.46,VARIANCE
SET002144,MER0084,2025-02-23,1,1374.91,1361.32,VARIANCE
SET002145,MER0084,2025-03-02,2,-8.11,-8.06,MATCHED
SET002146,MER0084,2025-03-09,4,4782.44,4689.83,VARIANCE
SET002147,MER0084,2025-03-16,2,1616.9,1568.5,VARIANCE
SET002148,MER0084,2025-03-23,3,4903.25,4811.16,VARIANCE
SET002149,MER0084,2025-03-30,2,6843.67,6780.54,VARIANCE
SET002150,MER0084,2025-04-06,1,296.58,296.26,MATCHED
SET002151,MER0084,2025-04-13,2,2232.61,2195.21,VARIANCE
SET002152,MER0084,2025-04-20,3,2568.59,2523.19,VARIANCE
SET002153,MER0084,2025-04-27,2,1078.12,1058.09,VARIANCE
SET002154,MER0084,2025-05-04,1,1544.6,1526.39,VARIANCE
SET002155,MER0084,2025-05-11,0,0.0,0.0,MATCHED
SET002156,MER0084,2025-05-18,2,1673.05,1668.68,VARIANCE
SET002157,MER0084,2025-05-25,2,975.47,974.13,VARIANCE
SET002158,MER0084,2025-06-01,0,0.0,0.0,MATCHED
SET002159,MER0084,2025-06-08,2,1168.11,1133.28,VARIANCE
SET002160,MER0084,2025-06-15,1,498.82,488.55,VARIANCE
SET002161,MER0084,2025-06-22,7,2557.72,2492.19,VARIANCE
SET002162,MER0084,2025-06-29,2,731.64,726.58,VARIANCE
SET002163,MER0085,2025-01-05,2,2600.53,2590.38,VARIANCE
SET002164,MER0085,2025-01-12,2,1633.77,1611.51,VARIANCE
SET002165,MER0085,2025-01-19,1,247.76,247.34,MATCHED
SET002166,MER0085,2025-01-26,2,663.87,648.5,VARIANCE
SET002167,MER0085,2025-02-02,1,104.79,102.26,VARIANCE
SET002168,MER0085,2025-02-09,3,3604.32,3537.68,VARIANCE
SET002169,MER0085,2025-02-16,2,365.27,359.26,VARIANCE
SET002170,MER0085,2025-02-23,2,418.58,408.51,VARIANCE
SET002171,MER0085,2025-03-02,3,697.87,696.22,VARIANCE
SET002172,MER0085,2025-03-09,6,11024.14,10941.75,VARIANCE
SET002173,MER0085,2025-03-16,2,1629.31,1594.52,VARIANCE
SET002174,MER0085,2025-03-23,4,3669.75,3584.59,VARIANCE
SET002175,MER0085,2025-03-30,4,3810.31,3728.41,VARIANCE
SET002176,MER0085,2025-04-06,0,0.0,0.0,MATCHED
SET002177,MER0085,2025-04-13,3,2435.23,2409.98,VARIANCE
SET002178,MER0085,2025-04-20,5,2107.38,2093.23,VARIANCE
SET002179,MER0085,2025-04-27,2,635.49,634.53,MATCHED
SET002180,MER0085,2025-05-04,2,1299.22,1263.4,VARIANCE
SET002181,MER0085,2025-05-11,2,1389.23,1355.7,VARIANCE
SET002182,MER0085,2025-05-18,3,1420.12,1393.7,VARIANCE
SET002183,MER0085,2025-05-25,2,1110.74,1109.14,VARIANCE
SET002184,MER0085,2025-06-01,1,81.75,80.42,VARIANCE
SET002185,MER0085,2025-06-08,4,5444.1,5398.22,VARIANCE
SET002186,MER0085,2025-06-15,1,1116.87,1111.15,VARIANCE
SET002187,MER0085,2025-06-22,4,1369.2,1347.05,VARIANCE
SET002188,MER0085,2025-06-29,1,1241.37,1218.17,VARIANCE
SET002189,MER0086,2025-01-05,1,169.97,168.83,VARIANCE
SET002190,MER0086,2025-01-12,3,3768.57,3727.89,VARIANCE
SET002191,MER0086,2025-01-19,3,4905.12,4904.07,VARIANCE
SET002192,MER0086,2025-01-26,2,2181.59,2133.86,VARIANCE
SET002193,MER0086,2025-02-02,4,2395.16,2391.81,VARIANCE
SET002194,MER0086,2025-02-09,3,1987.97,1957.34,VARIANCE
SET002195,MER0086,2025-02-16,2,2684.11,2673.55,VARIANCE
SET002196,MER0086,2025-02-23,4,2163.1,2139.82,VARIANCE
SET002197,MER0086,2025-03-02,2,1981.29,1955.35,VARIANCE
SET002198,MER0086,2025-03-09,4,5327.48,5304.36,VARIANCE
SET002199,MER0086,2025-03-16,2,317.4,308.65,VARIANCE
SET002200,MER0086,2025-03-23,0,0.0,0.0,MATCHED
SET002201,MER0086,2025-03-30,3,1353.79,1332.98,VARIANCE
SET002202,MER0086,2025-04-06,2,2480.13,2466.71,VARIANCE
SET002203,MER0086,2025-04-13,3,819.36,799.35,VARIANCE
SET002204,MER0086,2025-04-20,5,91.2,90.6,MATCHED
SET002205,MER0086,2025-04-27,0,0.0,0.0,MATCHED
SET002206,MER0086,2025-05-04,4,3121.03,3060.18,VARIANCE
SET002207,MER0086,2025-05-11,3,1500.89,1476.74,VARIANCE
SET002208,MER0086,2025-05-18,1,6550.19,6494.19,VARIANCE
SET002209,MER0086,2025-05-25,4,1920.07,1892.58,VARIANCE
SET002210,MER0086,2025-06-01,4,2136.8,2127.15,VARIANCE
SET002211,MER0086,2025-06-08,3,7667.48,7596.78,VARIANCE
SET002212,MER0086,2025-06-15,3,4070.51,3995.26,VARIANCE
SET002213,MER0086,2025-06-22,3,838.52,826.47,VARIANCE
SET002214,MER0086,2025-06-29,6,3330.57,3269.52,VARIANCE
SET002215,MER0087,2025-01-05,1,158.18,157.58,MATCHED
SET002216,MER0087,2025-01-12,3,1006.49,985.47,VARIANCE
SET002217,MER0087,2025-01-19,3,4302.44,4196.69,VARIANCE
SET002218,MER0087,2025-01-26,0,0.0,0.0,MATCHED
SET002219,MER0087,2025-02-02,3,312.27,305.25,VARIANCE
SET002220,MER0087,2025-02-09,2,764.01,759.65,VARIANCE
SET002221,MER0087,2025-02-16,6,3636.68,3602.51,VARIANCE
SET002222,MER0087,2025-02-23,0,0.0,0.0,MATCHED
SET002223,MER0087,2025-03-02,3,4775.14,4692.05,VARIANCE
SET002224,MER0087,2025-03-09,4,3648.78,3637.26,VARIANCE
SET002225,MER0087,2025-03-16,1,409.11,408.63,MATCHED
SET002226,MER0087,2025-03-23,1,2017.17,1970.13,VARIANCE
SET002227,MER0087,2025-03-30,3,717.48,716.27,VARIANCE
SET002228,MER0087,2025-04-06,0,0.0,0.0,MATCHED
SET002229,MER0087,2025-04-13,1,238.49,238.48,MATCHED
SET002230,MER0087,2025-04-20,1,369.65,362.12,VARIANCE
SET002231,MER0087,2025-04-27,4,1158.92,1157.33,VARIANCE
SET002232,MER0087,2025-05-04,1,725.23,704.16,VARIANCE
SET002233,MER0087,2025-05-11,2,3077.86,3049.08,VARIANCE
SET002234,MER0087,2025-05-18,4,2723.58,2717.41,VARIANCE
SET002235,MER0087,2025-05-25,2,1994.96,1984.19,VARIANCE
SET002236,MER0087,2025-06-01,3,1411.4,1393.28,VARIANCE
SET002237,MER0087,2025-06-08,4,3727.71,3633.29,VARIANCE
SET002238,MER0087,2025-06-15,4,3848.28,3760.19,VARIANCE
SET002239,MER0087,2025-06-22,3,3601.44,3595.28,VARIANCE
SET002240,MER0087,2025-06-29,4,2131.46,2122.93,VARIANCE
SET002241,MER0088,2025-01-05,1,1725.29,1684.98,VARIANCE
SET002242,MER0088,2025-01-12,3,1506.67,1477.01,VARIANCE
SET002243,MER0088,2025-01-19,4,1485.43,1468.19,VARIANCE
SET002244,MER0088,2025-01-26,5,6449.38,6314.57,VARIANCE
SET002245,MER0088,2025-02-02,1,1529.34,1493.25,VARIANCE
SET002246,MER0088,2025-02-09,5,6431.1,6405.8,VARIANCE
SET002247,MER0088,2025-02-16,3,2062.09,2007.11,VARIANCE
SET002248,MER0088,2025-02-23,5,2448.44,2421.47,VARIANCE
SET002249,MER0088,2025-03-02,6,2636.1,2589.1,VARIANCE
SET002250,MER0088,2025-03-09,3,1173.73,1155.08,VARIANCE
SET002251,MER0088,2025-03-16,6,3881.94,3866.98,VARIANCE
SET002252,MER0088,2025-03-23,2,1162.06,1153.2,VARIANCE
SET002253,MER0088,2025-03-30,2,593.96,589.94,VARIANCE
SET002254,MER0088,2025-04-06,1,703.22,682.47,VARIANCE
SET002255,MER0088,2025-04-13,0,0.0,0.0,MATCHED
SET002256,MER0088,2025-04-20,0,0.0,0.0,MATCHED
SET002257,MER0088,2025-04-27,1,177.33,172.01,VARIANCE
SET002258,MER0088,2025-05-04,2,742.91,725.65,VARIANCE
SET002259,MER0088,2025-05-11,3,1112.58,1103.58,VARIANCE
SET002260,MER0088,2025-05-18,0,0.0,0.0,MATCHED
SET002261,MER0088,2025-05-25,1,27.6,27.22,MATCHED
SET002262,MER0088,2025-06-01,1,886.35,883.4,VARIANCE
SET002263,MER0088,2025-06-08,1,512.78,498.75,VARIANCE
SET002264,MER0088,2025-06-15,4,3410.23,3334.51,VARIANCE
SET002265,MER0088,2025-06-22,3,4583.25,4558.54,VARIANCE
SET002266,MER0088,2025-06-29,7,3662.27,3639.6,VARIANCE
SET002267,MER0089,2025-01-05,1,354.41,346.15,VARIANCE
SET002268,MER0089,2025-01-12,1,312.65,308.61,VARIANCE
SET002269,MER0089,2025-01-19,1,1152.15,1132.73,VARIANCE
SET002270,MER0089,2025-01-26,3,2536.19,2516.31,VARIANCE
SET002271,MER0089,2025-02-02,4,5767.74,5663.63,VARIANCE
SET002272,MER0089,2025-02-09,1,369.32,361.77,VARIANCE
SET002273,MER0089,2025-02-16,3,5701.8,5661.07,VARIANCE
SET002274,MER0089,2025-02-23,0,0.0,0.0,MATCHED
SET002275,MER0089,2025-03-02,3,2138.18,2097.24,VARIANCE
SET002276,MER0089,2025-03-09,3,2040.93,2023.43,VARIANCE
SET002277,MER0089,2025-03-16,5,5154.23,5040.16,VARIANCE
SET002278,MER0089,2025-03-23,2,1944.53,1915.4,VARIANCE
SET002279,MER0089,2025-03-30,3,3935.86,3839.94,VARIANCE
SET002280,MER0089,2025-04-06,4,1224.14,1200.04,VARIANCE
SET002281,MER0089,2025-04-13,1,520.92,511.83,VARIANCE
SET002282,MER0089,2025-04-20,0,0.0,0.0,MATCHED
SET002283,MER0089,2025-04-27,0,0.0,0.0,MATCHED
SET002284,MER0089,2025-05-04,3,4452.3,4365.7,VARIANCE
SET002285,MER0089,2025-05-11,2,421.69,413.18,VARIANCE
SET002286,MER0089,2025-05-18,3,1291.9,1272.78,VARIANCE
SET002287,MER0089,2025-05-25,4,2319.47,2312.48,VARIANCE
SET002288,MER0089,2025-06-01,3,4112.75,4094.19,VARIANCE
SET002289,MER0089,2025-06-08,2,737.1,721.53,VARIANCE
SET002290,MER0089,2025-06-15,3,3404.07,3315.7,VARIANCE
SET002291,MER0089,2025-06-22,1,462.78,450.12,VARIANCE
SET002292,MER0089,2025-06-29,4,3508.49,3496.43,VARIANCE
SET002293,MER0090,2025-01-12,3,991.86,984.71,VARIANCE
SET002294,MER0090,2025-01-19,4,2981.26,2957.89,VARIANCE
SET002295,MER0090,2025-01-26,1,374.6,373.56,VARIANCE
SET002296,MER0090,2025-02-02,0,0.0,0.0,MATCHED
SET002297,MER0090,2025-02-09,0,0.0,0.0,MATCHED
SET002298,MER0090,2025-02-16,1,425.62,414.01,VARIANCE
SET002299,MER0090,2025-02-23,1,986.32,968.55,VARIANCE
SET002300,MER0090,2025-03-02,1,420.87,417.94,VARIANCE
SET002301,MER0090,2025-03-09,3,1825.36,1775.26,VARIANCE
SET002302,MER0090,2025-03-16,2,476.41,468.37,VARIANCE
SET002303,MER0090,2025-03-23,4,1126.97,1095.91,VARIANCE
SET002304,MER0090,2025-03-30,1,4420.13,4315.94,VARIANCE
SET002305,MER0090,2025-04-06,6,3214.87,3171.8,VARIANCE
SET002306,MER0090,2025-04-13,2,3582.68,3545.06,VARIANCE
SET002307,MER0090,2025-04-20,1,448.07,447.3,MATCHED
SET002308,MER0090,2025-04-27,0,0.0,0.0,MATCHED
SET002309,MER0090,2025-05-04,0,0.0,0.0,MATCHED
SET002310,MER0090,2025-05-11,3,1407.85,1368.22,VARIANCE
SET002311,MER0090,2025-05-18,3,1554.85,1516.96,VARIANCE
SET002312,MER0090,2025-05-25,4,2027.71,1969.0,VARIANCE
SET002313,MER0090,2025-06-01,2,1822.27,1767.67,VARIANCE
SET002314,MER0090,2025-06-08,1,228.59,222.52,VARIANCE
SET002315,MER0090,2025-06-15,2,4224.25,4165.53,VARIANCE
SET002316,MER0090,2025-06-22,4,1841.43,1811.42,VARIANCE
SET002317,MER0091,2025-01-05,1,405.54,404.41,VARIANCE
SET002318,MER0091,2025-01-12,0,0.0,0.0,MATCHED
SET002319,MER0091,2025-01-19,3,1141.77,1110.49,VARIANCE
SET002320,MER0091,2025-01-26,5,3368.05,3281.75,VARIANCE
SET002321,MER0091,2025-02-02,2,424.93,421.11,VARIANCE
SET002322,MER0091,2025-02-09,5,11444.32,11437.49,VARIANCE
SET002323,MER0091,2025-02-16,3,5299.59,5259.74,VARIANCE
SET002324,MER0091,2025-02-23,3,1007.11,983.98,VARIANCE
SET002325,MER0091,2025-03-02,0,0.0,0.0,MATCHED
SET002326,MER0091,2025-03-09,2,500.3,491.86,VARIANCE
SET002327,MER0091,2025-03-16,0,0.0,0.0,MATCHED
SET002328,MER0091,2025-03-23,3,2030.49,1986.79,VARIANCE
SET002329,MER0091,2025-03-30,4,3231.02,3149.08,VARIANCE
SET002330,MER0091,2025-04-06,3,4779.17,4639.58,VARIANCE
SET002331,MER0091,2025-04-13,2,732.69,730.05,VARIANCE
SET002332,MER0091,2025-04-20,4,2044.84,2043.32,VARIANCE
SET002333,MER0091,2025-04-27,5,3763.95,3761.47,VARIANCE
SET002334,MER0091,2025-05-04,1,835.69,820.15,VARIANCE
SET002335,MER0091,2025-05-11,1,692.1,685.61,VARIANCE
SET002336,MER0091,2025-05-18,3,894.3,873.02,VARIANCE
SET002337,MER0091,2025-05-25,0,0.0,0.0,MATCHED
SET002338,MER0091,2025-06-01,3,1094.45,1061.7,VARIANCE
SET002339,MER0091,2025-06-08,1,778.52,762.94,VARIANCE
SET002340,MER0091,2025-06-15,2,1294.68,1286.83,VARIANCE
SET002341,MER0091,2025-06-22,1,546.63,538.88,VARIANCE
SET002342,MER0091,2025-06-29,2,4768.78,4659.16,VARIANCE
SET002343,MER0092,2025-01-05,2,1267.51,1247.79,VARIANCE
SET002344,MER0092,2025-01-12,1,109.2,107.7,VARIANCE
SET002345,MER0092,2025-01-19,3,1549.8,1512.39,VARIANCE
SET002346,MER0092,2025-01-26,3,415.41,408.53,VARIANCE
